Row,Component_1,Component_2,Component_3,Component_4,Component_5
rh_caudalanteriorcingulate-rh_medialorbitofrontal,-1.20104412007129e-05,1.00463578050301e-06,6.06780253042291e-06,-5.09618085068131e-05,-3.92346326168785e-05
rh_caudalanteriorcingulate-rh_middletemporal,-5.13739069531438e-06,1.83857671238083e-05,4.82000766501277e-05,1.71728973061156e-05,6.68777538316978e-05
rh_caudalanteriorcingulate-rh_parahippocampal,-6.01364086094401e-06,1.21594580830153e-05,2.55019534742984e-05,-1.67198663153896e-06,3.47220247242698e-05
rh_caudalanteriorcingulate-rh_paracentral,-1.01671941181237e-05,5.01903935156892e-06,1.85799422144714e-05,-3.05067354767357e-05,-7.843076893401e-06
rh_caudalanteriorcingulate-rh_parsopercularis,2.93894625923268e-06,3.12867369894448e-05,6.84283897946382e-05,2.86674872633063e-05,5.34087246737491e-05
rh_caudalanteriorcingulate-rh_parsorbitalis,-6.44567951065138e-06,1.53931466611963e-05,3.81031080198112e-05,-9.62827059005179e-06,-3.42114083150535e-06
rh_caudalanteriorcingulate-rh_parstriangularis,-2.67384326105659e-06,2.01457759689082e-05,4.63092655732784e-05,-2.60157805945698e-08,2.76147401918744e-05
rh_caudalanteriorcingulate-rh_pericalcarine,-1.03396771991456e-05,-1.75670595132642e-05,-5.67856486670774e-05,-2.25225900948272e-05,-2.6791053984382e-05
rh_caudalanteriorcingulate-rh_postcentral,-1.63146440633662e-05,-4.86614895902828e-06,-4.93378156481606e-06,-4.30887364070572e-05,-3.31164675749746e-05
rh_caudalanteriorcingulate-rh_posteriorcingulate,-4.46608891843456e-06,1.70369154708416e-06,1.96498878566923e-05,3.0700641965104e-05,4.71827808344113e-05
rh_caudalanteriorcingulate-rh_precentral,-3.69889134791398e-06,2.09093291451506e-05,4.71038608337139e-05,-6.16974870563963e-06,1.07041287082366e-05
rh_caudalanteriorcingulate-rh_precuneus,-6.63932346728743e-06,8.54040289397229e-06,1.93732307517216e-05,-4.28873948424866e-05,-3.28056857599141e-05
rh_caudalanteriorcingulate-rh_rostralanteriorcingulate,-8.73401988396319e-07,9.64882009867546e-06,2.79726253914567e-05,4.46662342601128e-06,2.0747257398013e-05
rh_caudalanteriorcingulate-rh_rostralmiddlefrontal,-5.41346315850957e-06,1.15541134293988e-05,1.59866242653166e-05,-5.69550578935163e-05,-5.91763581113567e-05
rh_caudalanteriorcingulate-rh_superiorfrontal,-1.5640409978598e-06,2.25580881864645e-05,4.22943766039391e-05,-1.86684180478398e-05,4.84969822970794e-06
rh_caudalanteriorcingulate-rh_superiorparietal,-6.18111486156969e-06,1.40030360519942e-05,2.72176413283496e-05,-2.7861989635185e-05,-3.78371991186677e-05
rh_caudalanteriorcingulate-rh_superiortemporal,-3.65953222551426e-06,2.33479676046221e-05,4.88567057062211e-05,-4.44351572068748e-06,1.038958987698e-05
rh_caudalanteriorcingulate-rh_supramarginal,-7.45429452901763e-07,2.2713576938893e-05,4.83540846999259e-05,-5.30945352695662e-06,1.94268250863711e-05
rh_caudalanteriorcingulate-rh_frontalpole,-1.41813555471714e-05,1.52413954794697e-06,2.16659315788147e-05,2.32640562425133e-05,5.60786327758378e-05
rh_caudalanteriorcingulate-rh_temporalpole,-2.16998149200689e-06,2.30268296524502e-05,2.15461016566953e-05,-5.54127708644225e-06,7.53293120653559e-05
rh_caudalanteriorcingulate-rh_transversetemporal,-5.7915407804504e-06,9.56045625022123e-06,2.59601604580848e-05,-2.32817601146388e-06,1.99183878592072e-05
rh_caudalanteriorcingulate-rh_insula,2.02241348844305e-06,2.96619222923244e-05,6.05803465750685e-05,5.64893816329507e-05,0.000103865088692392
rh_caudalmiddlefrontal-rh_cuneus,3.99453852290293e-07,1.29135774234289e-05,-3.53393990168783e-05,-3.67603822501548e-06,1.84745076315105e-05
rh_caudalmiddlefrontal-rh_entorhinal,-5.65708233059786e-06,4.83861312403334e-06,7.07184016967196e-06,1.91637636658511e-05,4.23765357189178e-05
rh_caudalmiddlefrontal-rh_fusiform,-5.42996581122296e-06,1.34790449020507e-05,2.70180934072343e-05,3.97495879406671e-05,3.10735004366319e-05
rh_caudalmiddlefrontal-rh_inferiorparietal,-1.14818667140893e-05,-9.89239544710438e-06,-2.05334836654321e-05,-4.13580557713232e-05,-7.94720284539271e-05
rh_caudalmiddlefrontal-rh_inferiortemporal,-6.89925819340441e-06,1.36025537487407e-05,3.58741080954276e-05,5.60336251296785e-05,6.63152579167351e-05
rh_caudalmiddlefrontal-rh_isthmuscingulate,9.63607020477671e-06,3.08589823748937e-05,9.64768130225366e-06,-2.28338765429022e-05,-6.37534367399695e-06
rh_caudalmiddlefrontal-rh_lateraloccipital,1.28734653435558e-06,2.01824930210204e-05,2.99257015096119e-06,2.68614972867905e-05,1.30957743403052e-05
rh_caudalmiddlefrontal-rh_lateralorbitofrontal,-1.01370602912375e-05,5.173143370545e-06,2.67037185562528e-05,4.83418735720123e-05,4.63953847137342e-05
rh_caudalmiddlefrontal-rh_lingual,6.28472513071121e-06,3.21289215247662e-05,2.08842106172721e-06,3.10516385853812e-05,3.53946862805235e-05
rh_caudalmiddlefrontal-rh_medialorbitofrontal,-1.05493348514715e-05,3.16231874426049e-06,1.83772193509118e-05,2.19414080701449e-05,1.66205453653269e-05
rh_caudalmiddlefrontal-rh_middletemporal,-8.02732635094768e-06,8.77959505454621e-06,2.80257966386395e-05,2.77643404709279e-05,1.18634490140977e-05
rh_caudalmiddlefrontal-rh_parahippocampal,-2.04965176425104e-06,1.54085066796739e-05,3.41570304792249e-05,5.30161648966028e-05,8.56232934943945e-05
rh_caudalmiddlefrontal-rh_paracentral,-9.26964642630452e-06,5.40464199491203e-06,1.43990823977333e-05,1.19501594875341e-05,9.4585220732355e-06
rh_caudalmiddlefrontal-rh_parsopercularis,-1.13802242843975e-05,-4.37252443560858e-06,5.81039515814502e-06,2.69565921900013e-06,-3.07080273801542e-05
rh_caudalmiddlefrontal-rh_parsorbitalis,-1.47017348348135e-05,-5.8447930940597e-06,1.08442236327598e-05,1.1440147574316e-05,-2.01195485664781e-05
rh_caudalmiddlefrontal-rh_parstriangularis,-1.14190658924033e-05,-7.39817106918444e-06,-1.32817909066714e-06,-6.31540410042699e-06,-2.35621346049165e-05
rh_caudalmiddlefrontal-rh_pericalcarine,9.41598539452565e-06,2.86198175035529e-05,-4.41164031245457e-06,3.18117470331523e-05,3.60638518496895e-05
rh_caudalmiddlefrontal-rh_postcentral,-2.93751058692684e-06,1.95276503888978e-05,1.90007789383735e-05,2.65221609617277e-05,1.25529375040816e-05
rh_caudalmiddlefrontal-rh_posteriorcingulate,3.03274137146397e-06,2.58461423080908e-05,3.72636920961074e-05,-2.07586834458166e-05,1.90897867687762e-05
rh_caudalmiddlefrontal-rh_precentral,-1.14713868363247e-05,-3.68505403033767e-06,6.44000841148957e-06,1.31952415508693e-05,-1.28611454566793e-05
rh_caudalmiddlefrontal-rh_precuneus,-5.85501516600114e-06,7.82115245874059e-06,5.33040851847839e-06,1.68923677688188e-05,1.02167191988764e-05
rh_caudalmiddlefrontal-rh_rostralanteriorcingulate,-1.75753344537228e-05,-2.191671761324e-06,3.07232903870539e-05,5.85009035288185e-05,6.44499522607594e-05
rh_caudalmiddlefrontal-rh_rostralmiddlefrontal,-4.84686496696902e-06,2.84270201633664e-06,-4.29358010851043e-06,-2.69618783784302e-05,-5.78395060121237e-05
rh_caudalmiddlefrontal-rh_superiorfrontal,-2.18129544384912e-05,-1.70685275873658e-05,-1.3691761098541e-05,-1.19083922392869e-05,-2.79248375840751e-05
rh_caudalmiddlefrontal-rh_superiorparietal,3.37678133079603e-06,2.96607416260317e-05,3.87055238746946e-05,4.71631593735034e-05,8.54834924376508e-06
rh_caudalmiddlefrontal-rh_superiortemporal,-6.18870466545969e-06,1.51006232488692e-05,3.67985650886079e-05,3.8639211186441e-05,1.73287230777242e-06
rh_caudalmiddlefrontal-rh_supramarginal,-1.54112009283379e-05,-9.55310029282817e-06,-1.46340890125867e-06,3.7837472056016e-06,3.26741848337925e-07
rh_caudalmiddlefrontal-rh_frontalpole,-2.38670386592785e-05,-2.61929933806148e-05,-2.93464882830828e-05,-1.34696358907386e-05,-3.12481029858329e-05
rh_caudalmiddlefrontal-rh_temporalpole,-1.89325567176172e-06,2.18664469794748e-05,1.17611149755019e-05,3.77241358956646e-06,5.69435000775973e-05
rh_caudalmiddlefrontal-rh_transversetemporal,-3.57120597755501e-06,9.50900363538825e-06,2.92857051922123e-05,7.7617822441858e-05,0.000120896192874522
rh_caudalmiddlefrontal-rh_insula,8.08532721369142e-07,2.23853682920994e-05,3.64659619207617e-05,6.60871507539406e-05,8.53764379123433e-05
rh_cuneus-rh_entorhinal,2.43342715824858e-07,1.15091677591718e-05,-2.57110603542221e-05,-1.33952991098174e-05,-4.64430750032035e-06
rh_cuneus-rh_fusiform,-5.4585136359745e-06,5.69303426946922e-06,-3.89218576833911e-05,-9.76044797296725e-06,1.65975310168838e-05
rh_cuneus-rh_inferiorparietal,-2.45430364879868e-06,6.76742327857944e-06,-4.79715074343533e-05,-1.15293833962123e-05,1.38206733938313e-05
rh_cuneus-rh_inferiortemporal,-3.31039524624469e-06,9.17817596241601e-06,-4.22319747636303e-05,-1.4200421320857e-05,2.79990040589375e-06
rh_cuneus-rh_isthmuscingulate,-1.16805442546433e-05,-1.56937338614489e-05,-6.63732141514403e-05,-5.05134948077564e-05,-3.4735275876327e-05
rh_cuneus-rh_lateraloccipital,-1.1764783165026e-05,-2.27993061422281e-05,-9.12487510498658e-05,-9.6278461624246e-05,-7.29132640682406e-05
rh_cuneus-rh_lateralorbitofrontal,-9.27973439400328e-06,-3.96444018438694e-06,-6.53688995913427e-05,-4.80218896355468e-05,-3.48753420629615e-05
rh_cuneus-rh_lingual,-8.24598317029944e-06,-6.2467118745588e-06,-2.55888685410695e-05,-2.65209208114628e-05,-1.30308749656142e-05
rh_cuneus-rh_medialorbitofrontal,-6.18427562497076e-06,6.35685504597909e-06,-2.88004888261143e-05,3.48865207253057e-05,7.81814697313437e-05
rh_cuneus-rh_middletemporal,-2.14997836520663e-06,1.15837293010796e-05,-4.09603364741991e-05,-1.26084599765935e-05,-5.18194485168958e-07
rh_cuneus-rh_parahippocampal,-1.29188415886863e-05,-1.93569029495705e-05,-7.79647789167673e-05,-7.60969838089896e-05,-7.80809722232432e-05
rh_cuneus-rh_paracentral,-3.05645928688659e-06,2.1728754854851e-06,-5.4541603286396e-05,-5.36790804924675e-05,-4.27313319553524e-05
rh_cuneus-rh_parsopercularis,2.319503911028e-06,1.82647540654318e-05,-2.3544513415548e-05,1.04865419906055e-05,1.84114936391384e-05
rh_cuneus-rh_parsorbitalis,-1.69213671435359e-06,9.15195283964487e-06,-4.23747584423152e-05,-2.10195221690643e-05,-2.44296902818679e-05
rh_cuneus-rh_parstriangularis,-4.31030079775369e-06,-3.54341556869944e-07,-6.85390704846373e-05,-5.29387016083277e-05,-5.18232669305407e-05
rh_cuneus-rh_pericalcarine,-4.18740364974709e-06,1.99529596354997e-08,5.05046441496488e-06,-3.3901418761657e-06,-4.23417170656928e-05
rh_cuneus-rh_postcentral,-4.58360160501406e-06,-1.88055656808783e-06,-5.70201175902053e-05,-6.22986725527088e-05,-7.46674299884783e-05
rh_cuneus-rh_posteriorcingulate,-1.55303110936471e-05,-1.45947647969611e-05,-5.45824327098743e-05,-1.80313394962789e-05,5.10986623847709e-05
rh_cuneus-rh_precentral,4.65611853777044e-06,1.77127395073216e-05,-3.61295602181843e-05,-3.22366872743515e-05,-2.40721153727815e-05
rh_cuneus-rh_precuneus,8.24923431022694e-07,1.70244613496323e-05,-1.82538578288705e-05,2.04750568106012e-05,5.65079683988859e-05
rh_cuneus-rh_rostralanteriorcingulate,-1.93801102122735e-05,-2.20044526485306e-05,-6.37674690491568e-05,-1.3822268547143e-05,1.1238994490326e-05
rh_cuneus-rh_rostralmiddlefrontal,-8.28590113625112e-06,-3.37381451431743e-06,-6.42868256861232e-05,-2.07487524533196e-05,3.89058196702708e-06
rh_cuneus-rh_superiorfrontal,-2.62618441369489e-06,8.75387865869293e-06,-4.62194538836013e-05,-4.45342743126813e-06,3.21588440488639e-05
rh_cuneus-rh_superiorparietal,-6.17711337254016e-06,-3.10441820671431e-06,-5.86560585872553e-05,-3.45508330941107e-05,-3.4719040085339e-06
rh_cuneus-rh_superiortemporal,7.72277802502033e-06,3.51848324268333e-05,1.1430533046664e-05,5.45052026521954e-05,6.47419352263355e-05
rh_cuneus-rh_supramarginal,2.50018101338424e-06,2.05417486139469e-05,-2.14790315238512e-05,1.75434775084161e-05,3.40319372881673e-05
rh_cuneus-rh_frontalpole,-9.5348026262268e-06,-5.99230228999751e-06,-3.53639714987314e-05,2.85229474404577e-06,-4.90303304045818e-06
rh_cuneus-rh_temporalpole,4.40059988957718e-06,2.75027480584119e-05,-5.97043922636092e-06,-1.60485584988227e-06,4.87562444408087e-05
rh_cuneus-rh_transversetemporal,-1.18442479458574e-05,-1.14450478518802e-05,-5.22164078913651e-05,-6.76923912399874e-05,-7.25856095304403e-05
rh_cuneus-rh_insula,-5.41236439324152e-06,6.67742980232837e-06,-2.41415012185471e-05,1.20017282943874e-05,4.5168068399996e-05
rh_entorhinal-rh_fusiform,-1.14228602956053e-05,-1.07444416983489e-05,-2.42520932514741e-05,-1.13340796695986e-05,4.60584606666131e-05
rh_entorhinal-rh_inferiorparietal,-4.73888922436618e-06,2.61514395310021e-06,1.43833516720813e-06,1.03412111006169e-05,4.21876682374341e-05
rh_entorhinal-rh_inferiortemporal,-1.03306023293814e-05,-1.07310195297412e-05,-2.09912034836884e-05,-1.7918514139266e-05,1.63677140278611e-05
rh_entorhinal-rh_isthmuscingulate,-4.9056394703055e-06,9.93051879893654e-07,-3.75851535002295e-05,-7.25881375549081e-05,-4.58458641202453e-05
rh_entorhinal-rh_lateraloccipital,-2.25735332240486e-06,1.06820239696534e-05,1.7786371829769e-06,8.30034555042709e-06,1.19314841210253e-05
rh_entorhinal-rh_lateralorbitofrontal,-1.00356717804629e-05,-7.52556773138893e-06,-2.32354484445901e-05,-2.65983194656991e-05,1.13371284600284e-05
rh_entorhinal-rh_lingual,-1.81517143800195e-06,1.27063477776288e-05,-1.75074269846679e-05,-8.13490935707155e-06,-1.56691140400484e-06
rh_entorhinal-rh_medialorbitofrontal,-1.70405574058689e-06,8.15526614268286e-06,3.98636948391315e-06,7.48068373749871e-06,4.56278076004392e-05
rh_entorhinal-rh_middletemporal,-9.12990875222497e-06,-8.06573419868373e-06,-1.55654098804404e-05,-1.12596978909161e-05,2.80298942114315e-05
rh_entorhinal-rh_parahippocampal,-1.11935846817195e-05,-1.21759966982482e-05,-4.20512915077055e-05,-5.2665199580211e-05,-1.8442307671601e-05
rh_entorhinal-rh_paracentral,-7.62959802842972e-06,7.13181011003924e-07,-1.49907595437934e-06,8.17509189740662e-06,1.7604317179949e-05
rh_entorhinal-rh_parsopercularis,-5.97212791213015e-06,3.36063837529856e-06,4.65935529198143e-06,1.25232237483033e-05,4.22279165785149e-05
rh_entorhinal-rh_parsorbitalis,2.93100870193125e-06,1.83962299717942e-05,2.65573539503841e-05,3.27935414256418e-05,4.36880632945439e-05
rh_entorhinal-rh_parstriangularis,8.33784437289772e-07,1.49932085500209e-05,2.27435465615223e-05,3.28219077977595e-05,5.62291199192092e-05
rh_entorhinal-rh_pericalcarine,-4.26983674828418e-07,1.11190918386266e-05,-1.4258064192162e-05,1.18839614655453e-06,5.14133738100026e-06
rh_entorhinal-rh_postcentral,-2.76486270913942e-06,1.21145198634957e-05,9.35144040395244e-06,1.73949877515036e-05,2.69386466153234e-05
rh_entorhinal-rh_posteriorcingulate,-1.54056853133727e-05,-1.3347063893651e-05,-3.66682948191207e-05,-8.2675744148579e-05,-3.42086014501198e-05
rh_entorhinal-rh_precentral,-7.05212521671613e-06,2.25657405860501e-06,8.64342540543804e-07,8.12361017387652e-06,2.25430491677082e-05
rh_entorhinal-rh_precuneus,-5.16976352797402e-06,2.64713899253115e-06,-6.05106795053938e-06,-1.26843085275919e-06,1.85263972627545e-05
rh_entorhinal-rh_rostralanteriorcingulate,-2.08818824623342e-05,-2.48369668071064e-05,-4.14551048921298e-05,-4.96636791954086e-05,-2.30945537303851e-05
rh_entorhinal-rh_rostralmiddlefrontal,-3.77738682725305e-06,2.12781218022226e-06,-1.47073958154631e-05,-2.74835813613925e-05,-1.43853271972577e-05
rh_entorhinal-rh_superiorfrontal,-5.34284729062866e-06,-8.14093063060158e-07,-1.47989234176156e-05,-2.04126050001237e-05,-1.18300514492934e-05
rh_entorhinal-rh_superiorparietal,2.60668156598742e-06,2.31678492747878e-05,2.6533890252325e-05,3.23519897917826e-05,2.43472387713544e-05
rh_entorhinal-rh_superiortemporal,-8.66114094463621e-06,-5.00112634459358e-06,-1.01886736021642e-05,-4.67173926871189e-06,2.89177456490642e-05
rh_entorhinal-rh_supramarginal,-7.31537141579687e-06,-1.38497280061193e-06,-3.83645299866911e-06,3.69233064955425e-06,3.67052789888701e-05
rh_entorhinal-rh_frontalpole,2.36816156291366e-06,1.73775560514354e-05,2.02190165587812e-05,2.34191769530014e-05,2.042171491096e-06
rh_entorhinal-rh_temporalpole,2.95058113062414e-06,1.72378214082898e-05,1.08212965232125e-05,-8.60758209566924e-07,2.45201463680379e-05
rh_entorhinal-rh_transversetemporal,-1.69377186612898e-05,-2.17846471562565e-05,-4.42073423472657e-05,-4.94311302595649e-05,-3.08069337320212e-05
rh_entorhinal-rh_insula,-1.37362822397998e-05,-1.44980227507737e-05,-4.0615067110327e-05,-5.02970506358809e-05,-2.37160607421788e-05
rh_fusiform-rh_inferiorparietal,-1.20580180406115e-05,-1.94031421475066e-06,-1.5375768983628e-06,-7.43173179959039e-06,-1.45550226005467e-05
rh_fusiform-rh_inferiortemporal,-1.73154275787742e-05,-1.74940188282903e-05,-4.02470676671203e-05,-5.25877393007595e-05,-4.22013314254329e-05
rh_fusiform-rh_isthmuscingulate,5.41580853644521e-06,2.5918102453856e-05,2.16571187975283e-05,1.28535806617344e-05,7.46705507258934e-05
rh_fusiform-rh_lateraloccipital,-2.60759323296156e-06,2.18770703377704e-05,2.82012141144974e-05,6.55081200040266e-05,7.98995608519837e-05
rh_fusiform-rh_lateralorbitofrontal,-1.04160387147653e-05,3.76635007555322e-06,2.6297206345525e-05,5.81260275856079e-05,8.92588353074047e-05
rh_fusiform-rh_lingual,4.22437420356761e-07,2.52833411932745e-05,9.53710502923757e-06,4.98157263469234e-05,6.35255100226507e-05
rh_fusiform-rh_medialorbitofrontal,-1.39560069399232e-05,-6.41316175518401e-06,-6.84757491311671e-06,-8.85849672531372e-06,1.08877713245629e-05
rh_fusiform-rh_middletemporal,-1.72134335126697e-05,-1.32651895171302e-05,-2.15790707245584e-05,-2.13614518292148e-05,-4.34218264362784e-06
rh_fusiform-rh_parahippocampal,-7.69416857188836e-06,2.1511094076281e-06,7.45746515235825e-06,1.62821901154889e-05,5.58449508039655e-05
rh_fusiform-rh_paracentral,-1.26477439966545e-05,1.20295047583032e-06,1.97081960256076e-05,5.60988417381356e-05,7.81793925435664e-05
rh_fusiform-rh_parsopercularis,-9.47930895264905e-06,6.24671216165021e-06,1.89723942248548e-05,2.80793873236735e-05,1.92580463036733e-05
rh_fusiform-rh_parsorbitalis,-6.69528439653782e-06,1.20413652546302e-05,3.03798052250783e-05,5.07046757659374e-05,5.81003072655244e-05
rh_fusiform-rh_parstriangularis,-4.76275995704599e-06,1.65899949104254e-05,4.24100007502389e-05,7.28910980316722e-05,9.96701841737142e-05
rh_fusiform-rh_pericalcarine,3.27216035169276e-06,1.42838047824119e-05,-2.37376757642512e-05,-1.00441244075469e-05,-4.02358944648127e-05
rh_fusiform-rh_postcentral,-8.09656661286354e-06,1.26740710736645e-05,2.43168932352833e-05,3.21187147749104e-05,3.24055443726054e-05
rh_fusiform-rh_posteriorcingulate,-2.91560580344273e-06,1.36086820303563e-05,2.02644242487682e-05,-3.56528257836164e-05,6.41532126434458e-06
rh_fusiform-rh_precentral,-1.19075449959269e-05,3.42632341192408e-06,2.01965761839579e-05,3.44281689697299e-05,1.90851500161968e-05
rh_fusiform-rh_precuneus,-1.3585531872504e-05,-4.08059031274631e-06,-7.02215435863604e-06,-6.27417319657451e-06,-2.23960248453418e-05
rh_fusiform-rh_rostralanteriorcingulate,-1.9581487862659e-05,-1.21093358620137e-05,7.77431785492726e-06,2.61784813392078e-05,4.20343914979935e-05
rh_fusiform-rh_rostralmiddlefrontal,9.25107940833509e-07,1.91476839646732e-05,1.69125032460354e-05,2.93725610715982e-06,-8.35491023539283e-06
rh_fusiform-rh_superiorfrontal,-1.36105452186533e-05,-5.3469465517982e-06,-2.36139425226638e-05,-2.42516300658166e-05,-3.35880535219691e-05
rh_fusiform-rh_superiorparietal,1.38013624249275e-06,3.1137570119399e-05,4.37212442081013e-05,3.16530374876515e-05,-3.51643343404007e-05
rh_fusiform-rh_superiortemporal,-2.09491601165228e-05,-1.66271618113935e-05,-3.089799028531e-05,-4.5451467674338e-05,-6.8675542235069e-05
rh_fusiform-rh_supramarginal,-1.34166950509426e-05,-3.6816677032274e-06,1.22715170982497e-06,1.09251973336072e-05,2.5615810819438e-05
rh_fusiform-rh_frontalpole,-1.50972306281971e-05,-1.01946746465952e-05,-1.9843981890827e-05,-7.46801014423276e-06,-1.80148913107014e-05
rh_fusiform-rh_temporalpole,-9.09306840696255e-06,9.79128983687979e-07,-2.89513414719605e-05,-5.16441633936764e-05,3.34394396556921e-06
rh_fusiform-rh_transversetemporal,-1.76331750735516e-05,-1.58270561136492e-05,-1.29807353658556e-05,-2.42124993055592e-06,6.57913986907414e-06
rh_fusiform-rh_insula,-1.38365275441547e-05,8.4570311918351e-07,8.11661860341829e-06,2.64669726003353e-05,4.45986855173156e-05
rh_inferiorparietal-rh_inferiortemporal,-1.2900378531598e-05,-2.64525402996837e-06,1.7794147033541e-06,-1.04593956893626e-05,-1.87377317745154e-05
rh_inferiorparietal-rh_isthmuscingulate,5.61767708771162e-06,2.07414090912196e-05,-6.24533703402373e-06,-4.38904527172156e-05,-9.06499090195411e-06
rh_inferiorparietal-rh_lateraloccipital,-4.64038633205249e-06,9.74003805307084e-06,-1.82222615805572e-05,-4.96318293618957e-07,-2.96934657061725e-05
rh_inferiorparietal-rh_lateralorbitofrontal,-1.74455864943799e-05,-1.13762454276796e-05,-3.0167474218133e-07,4.11992754023376e-06,1.67370729797106e-06
rh_inferiorparietal-rh_lingual,1.94086497430119e-06,2.24587252692838e-05,-1.6941853495367e-05,7.2842435129418e-06,3.26820186140555e-06
rh_inferiorparietal-rh_medialorbitofrontal,-1.70642205848962e-05,-1.08267746839006e-05,1.0495900931191e-05,1.75918094883872e-05,2.39062454518699e-05
rh_inferiorparietal-rh_middletemporal,-1.11118648906948e-05,-2.79410998239718e-06,-7.28178069021581e-06,-4.51542171811109e-05,-9.25848708349485e-05
rh_inferiorparietal-rh_parahippocampal,-1.27366753528263e-05,-1.02630458398548e-05,-1.48240838507548e-05,-2.73235579061697e-05,-2.39422783191706e-05
rh_inferiorparietal-rh_paracentral,-1.55825057288835e-05,-1.4003750727366e-05,-3.08251131491218e-05,-6.39070588532192e-05,-8.54580241655934e-05
rh_inferiorparietal-rh_parsopercularis,-6.19989085458885e-06,3.74360895645656e-06,1.24189417137719e-05,4.06739363617131e-06,-3.26988010282213e-05
rh_inferiorparietal-rh_parsorbitalis,-6.98223777661532e-06,1.07845230463585e-05,6.04582562298922e-05,0.000103299776972114,0.000124676408880402
rh_inferiorparietal-rh_parstriangularis,-7.62287927226428e-06,1.12080244099521e-06,2.63228948173869e-05,4.73275379906981e-05,6.94445920857694e-05
rh_inferiorparietal-rh_pericalcarine,6.06603561026698e-06,2.04846553748138e-05,-1.85309161942109e-05,1.34230447033801e-05,4.20499070859156e-06
rh_inferiorparietal-rh_postcentral,-6.64296012652096e-06,1.02558138298249e-05,9.71255354016882e-06,1.35055685826755e-05,-3.42138504120247e-06
rh_inferiorparietal-rh_posteriorcingulate,-6.69131918020088e-06,4.10575168507219e-06,-3.66991246150969e-06,-8.39936167560715e-05,-5.31090816748648e-05
rh_inferiorparietal-rh_precentral,-8.42661466533314e-06,-2.81569045857015e-06,-4.02666978067678e-06,-1.56315633087139e-05,-4.53449695764309e-05
rh_inferiorparietal-rh_precuneus,-1.32674399655868e-05,-5.63735511772706e-06,-6.78627078748033e-06,-4.54991415999483e-06,-4.03988996244207e-06
rh_inferiorparietal-rh_rostralanteriorcingulate,-2.45172708513029e-05,-2.00603243457742e-05,-4.02158617460696e-06,1.12993676102876e-05,1.06783001693673e-05
rh_inferiorparietal-rh_rostralmiddlefrontal,-1.43150833759348e-05,-1.38199817082694e-05,-1.45597833321188e-05,-3.0214749289156e-05,-4.13109906918898e-05
rh_inferiorparietal-rh_superiorfrontal,-1.87325546401266e-05,-1.83224101635555e-05,-2.12801749921572e-05,-1.2709551163781e-05,7.17922521490868e-06
rh_inferiorparietal-rh_superiorparietal,5.22196509446129e-06,3.92795700063624e-05,6.83504600714376e-05,9.44742142837834e-05,5.85356710425366e-05
rh_inferiorparietal-rh_superiortemporal,5.12438197198299e-07,2.26539397683645e-05,3.95663111320632e-05,2.71726087417817e-05,-2.4818966395344e-05
rh_inferiorparietal-rh_supramarginal,-9.75055949525518e-06,-5.04108465158586e-07,1.09917316785616e-05,1.18347712250739e-05,1.53598542477363e-05
rh_inferiorparietal-rh_frontalpole,-1.72128015615085e-05,-1.36986725252789e-05,1.28935979733895e-05,7.56181316193858e-05,0.000110476525517632
rh_inferiorparietal-rh_temporalpole,1.42410636784101e-06,2.37407668308841e-05,1.08200533950843e-05,-1.28475378858978e-06,6.13034303765084e-05
rh_inferiorparietal-rh_transversetemporal,-1.36572192219398e-05,-1.10466621817294e-05,-5.82128609524073e-06,1.25035239531194e-05,3.54199827863607e-05
rh_inferiorparietal-rh_insula,-7.5229611642808e-06,9.37933924338156e-07,-1.9650198196179e-05,-3.89862623239793e-05,-6.86358468256271e-05
rh_inferiortemporal-rh_isthmuscingulate,6.54711151143564e-06,2.72834664261006e-05,9.80728288566153e-06,-1.62106363965797e-05,2.77052055608274e-05
rh_inferiortemporal-rh_lateraloccipital,-7.41884424590015e-08,2.83625471274072e-05,3.7844560838031e-05,7.06235936226123e-05,6.22535175689063e-05
rh_inferiortemporal-rh_lateralorbitofrontal,-1.65151940837052e-05,-1.1744491085534e-05,-1.37239918419511e-05,-2.57823046865976e-05,-3.57483212044517e-05
rh_inferiortemporal-rh_lingual,-8.93453136850613e-07,1.96757375784743e-05,-1.51031769168234e-05,5.42975669950295e-06,-3.84020500198149e-06
rh_inferiortemporal-rh_medialorbitofrontal,-1.2320916906114e-05,-4.90368476060279e-06,-5.87473887067506e-06,-3.51000463956849e-05,-5.36769714906638e-05
rh_inferiortemporal-rh_middletemporal,-1.48481900280175e-05,-9.79962061564905e-06,1.4570784001378e-06,6.48676118945074e-06,2.73293040386933e-05
rh_inferiortemporal-rh_parahippocampal,-1.2219226142946e-05,-1.38059126258649e-05,-4.08408029267358e-05,-6.79313561890411e-05,-6.81494193301329e-05
rh_inferiortemporal-rh_paracentral,-1.65280909426344e-05,-9.02280062164657e-06,-6.07671696323949e-06,4.23622581023759e-06,5.25765916204008e-06
rh_inferiortemporal-rh_parsopercularis,-1.21199844291955e-05,1.75405029799916e-06,1.20443633490132e-05,6.06826122515941e-06,-2.52710481626758e-06
rh_inferiortemporal-rh_parsorbitalis,4.74530833165934e-07,2.89390583203649e-05,7.86468856091833e-05,0.00010916852954877,0.000109628317143951
rh_inferiortemporal-rh_parstriangularis,-1.44140729304074e-06,2.18940452419182e-05,5.45924102172572e-05,7.21172724469201e-05,7.98427306016542e-05
